Target	SeqId	Type	Dilution	RefLog10Median	RefLog10MAD	RefMedian	RefSD
SIGIRR	8326-63	Protein	20.0	3.020858281918316	0.09719266918076425	1049.2	812.4506542840041
DPEP2	8327-26	Protein	0.5	4.038417470388734	0.0676051049090046	10924.9	1864.2751024344332
EKI1	8328-9	Protein	20.0	2.830203598925704	0.0702724997522772	676.4	908.5478889391611
Cadherin-12	8329-166	Protein	20.0	2.9800033715837464	0.1440834089382354	955.0	4076.9685712695664
LRP11	8330-1	Protein	20.0	4.288765509847478	0.08889366499204168	19443.1	4399.500635884399
TCP11	8334-65	Protein	20.0	3.3169762393215474	0.08527258658200249	2074.8	1505.7566404049414
GRM1C	8336-267	Protein	20.0	3.0538464268522527	0.07030970349189618	1132.0	1446.2151820738484
PTPRU	8337-65	Protein	20.0	3.449107972426487	0.13162495698211185	2812.6	1494.8611293289098
DB110	8340-9	Protein	20.0	2.7107940999303275	0.06366608570730556	513.8	1564.6155307233296
PAPOG	8343-224	Protein	20.0	2.672744198306599	0.2054755080877753	470.7	5921.856135801722
GPX7	8345-27	Protein	20.0	3.049876719873882	0.23574677156504656	1121.7	1658.244093599306
DPP2	8346-9	Protein	20.0	2.9601376748637946	0.1957896087652302	912.3	1455.9343503649436
DB129	8347-222	Protein	20.0	2.504742636271688	0.06211451015798961	319.7	465.06579187786383
EPHB2	8348-4	Protein	20.0	3.543012046377035	0.10139206998852106	3491.5	1024.9253641852663
PRS57	8351-17	Protein	20.0	3.276599653557643	0.13198500715048092	1890.6	3221.645809621816
SIG12	8352-26	Protein	0.5	3.2941574807696914	0.08643706149688495	1968.6	1706.1219906035874
SCN2B	8353-15	Protein	20.0	2.753199914199416	0.07925221958807326	566.5	1537.2962615358033
ISM1	8355-80	Protein	20.0	2.9307453283111133	0.06992115048789771	852.6	550.2414376379731
NEU1	8356-88	Protein	20.0	3.179580513395409	0.14980713656231012	1512.1	1675.5867174391738
ST4A1	8357-43	Protein	20.0	2.9774034808734346	0.11324309613771083	949.3	2991.717691775703
Peroxiredoxin-3	8358-30	Protein	20.0	3.5359899528769274	0.25443571847862456	3435.5	9534.71067524615
DRAK2	8359-149	Protein	20.0	2.7487305560984945	0.0687722796814048	560.7	912.0587467388349
NKp46	8360-169	Protein	20.0	3.0481697987660175	0.09393996668751986	1117.3	1686.2615717556487
K132L	8363-18	Protein	20.0	2.725421550074259	0.06456351328237729	531.4	865.437733192519
UST	8364-74	Protein	20.0	2.887167020894774	0.07285053315512843	771.2	770.4245512083492
CA115	8366-19	Protein	20.0	3.0439121671012543	0.0796041181612435	1106.4	1534.9457945991558
VSIG1	8367-142	Protein	20.0	2.3153404766272883	0.07350676551461967	206.7	538.7286728755938
TNF sR-II	8368-102	Protein	0.5	3.902535908227196	0.12432374523745786	7989.8	2955.336244826363
DAG1	8369-102	Protein	20.0	2.720572720364261	0.07310309371308926	525.5	752.3457837061158
CDHR1	8372-29	Protein	20.0	2.9453700944903036	0.06486137170242907	881.8	2887.4612616545323
NGF R	8374-5	Protein	20.0	3.305329869187608	0.16019414828850662	2019.9	3217.634048487466
LSHB	8376-25	Protein	20.0	2.6986224297020978	0.08815017949528552	499.6	836.8250846563255
Fc_MOUSE	8377-87	Protein	20.0	2.7468676278504294	0.10146974864579593	558.3	1151.656564651157
LDOC1	8378-3	Protein	20.0	2.9904276584852636	0.07385075330407224	978.2	2990.3977153054
DLK1	8380-244	Protein	20.0	2.825555932290357	0.07060431005620688	669.2	888.5186514852854
Fc_MOUSE	8381-18	Protein	20.0	3.0377849417536376	0.0681747096907341	1090.9	1480.0012028193232
MAPK5	8382-47	Protein	20.0	3.732763556897818	0.2729326646914081	5404.6	4817.316845788669
CK094	8383-20	Protein	20.0	2.9125939977521056	0.1070986453504283	817.7	1575.7863512071922
HGFA	8385-248	Protein	0.5	3.9782216154168766	0.15429168663017545	9510.9	3737.146617961808
PATE	8386-11	Protein	20.0	2.9174004679552508	0.07551768128233656	826.8	801.3854603058627
Spastin	8388-24	Protein	20.0	2.7241939195143297	0.07493362652691225	529.9	1222.1550233615214
CN16B	8389-8	Protein	20.0	3.5296997797643206	0.10793728487913702	3386.1	2675.6665668449145
CX7A1	8390-25	Protein	20.0	3.026982443191605	0.09713103545572513	1064.1	1288.8640347924334
DB115	8391-12	Protein	20.0	2.707995746422929	0.06038583540938049	510.5	1741.59823395256
CATF	8393-121	Protein	20.0	2.639486489268586	0.07228587752700706	436.0	1022.8780851847441
RNase 2	8394-56	Protein	20.0	3.0931764496962484	0.08331726431543234	1239.3	1620.8704817028777
FAAH2	8396-42	Protein	20.0	2.814380794469938	0.10588763466757396	652.2	1395.246880741142
QSOX2	8397-147	Protein	0.5	3.197363273006719	0.10783411963260639	1575.3	645.0348292789483
RAR-responsive protein TIG1	8398-277	Protein	20.0	2.9786825651569444	0.18919538359421376	952.1	913.3538940867498
DRAK2	8399-6	Protein	20.0	2.3774883833761327	0.07250656314304778	238.5	632.3827737780806
Gastrin-releasing peptide	8400-74	Protein	20.0	2.8572721735640414	0.08649306988055205	719.9	1182.9513018827479
CYTL1	8402-22	Protein	0.5	3.374289987675311	0.17079289790483426	2367.5	1297.364756582865
Fatty acid synthase	8403-18	Protein	20.0	3.2791876784321476	0.35631257080261824	1901.9	3719.074800002542
BolA-like protein 2	8404-102	Protein	20.0	2.3384564936046046	0.08327816790585073	218.0	295.2255651073876
ADAM 10	8405-108	Protein	20.0	3.283278608610214	0.08068350532835121	1919.9	6854.3888555650465
IGF-I	8406-17	Protein	20.0	2.3619166186686433	0.07443817714068722	230.1	285.4366371592876
NOTC2	8407-84	Protein	0.5	3.6643692808708024	0.07135007170615978	4617.1	1187.4642050763423
RSPO2	8409-3	Protein	20.0	2.712397131406715	0.08217525408605371	515.7	3767.8739963069797
b-Catenin	8418-30	Protein	20.0	3.044774874256442	0.1019230227669599	1108.6	2961.8373534961997
b-Catenin	8424-269	Protein	20.0	3.1190908524217216	0.14525313898743103	1315.5	1731.1165845173819
RSPO3	8427-118	Protein	20.0	2.8834342936830093	0.0926785111019393	764.6	1110.6616124986597
NTRI	8428-102	Protein	0.5	3.4522312444058234	0.10271193056772507	2832.9	712.1897972921355
AXIN2	8429-16	Protein	20.0	3.205096047578484	0.15696792522280412	1603.6	1834.9810583383712
Magainin-1_XENLA	8443-9	Non-Human	20.0	2.8491736330988267	0.11579249329575	706.6	1860.2358031341737
Magainin-2_XENLA	8444-3	Non-Human	20.0	2.9358597980378804	0.11776757992918915	862.7	1139.1069789233952
Magainin-2_XENLA	8444-46	Non-Human	0.5	2.300812794118117	0.05441689484775527	199.9	822.2101673615849
MEL_VESMG	8445-184	Non-Human	0.005	1.9969492484953812	0.06472017047850093	99.3	1252.5638520214386
MEL_VESMG	8445-54	Non-Human	20.0	2.5630061870617937	0.06557418866952512	365.6	658.75469384694
PACAP-27	8446-4	Protein	20.0	2.290034611362518	0.0898586871397278	195.0	256.58891451061
ghrelin	8447-11	Protein	20.0	3.103358939866563	0.10065264352133528	1268.7	1036.018518077299
EXE4_HELSU	8449-103	Non-Human	0.5	1.7958800173440752	0.05050733326586086	62.5	358.83261344243635
EXE4_HELSU	8449-124	Non-Human	0.005	1.9350031514536548	0.05459929961170264	86.1	416.8768718956669
PACAP-38	8450-36	Protein	20.0	2.5578679615680224	0.06164424907148843	361.3	493.72184238415906
a-Synuclein	8458-111	Protein	20.0	3.4382258076045296	0.3463618508799856	2743.0	3759.5043837824364
a-Synuclein	8458-16	Protein	20.0	3.9161116422743	0.4016452308359013	8243.5	10467.001345071363
BMP-6	8459-10	Protein	0.5	2.6625689669332604	0.08746107522707973	459.8	272.59380171372845
HGH	8462-18	Protein	20.0	2.6415732531781755	0.07323535423325357	438.1	865.2755688387892
SOD3	8463-2	Protein	0.5	4.540161732139415	0.07219474823358395	34686.6	14425.412576874465
RSPO4	8464-31	Protein	20.0	2.6611498572447867	0.08822298528574941	458.3	599.3257959848521
Cathepsin H	8465-52	Protein	20.0	3.1155106623849984	0.12262070674178915	1304.7	541.7718504298695
Activin AB	8467-9	Protein	20.0	2.8867162741164782	0.0886590595545348	770.4	2600.637298549929
PSA	8468-19	Protein	20.0	3.0057808999546523	0.2177689767412307	1013.4	1329.4511240187776
IGFBP-2	8469-41	Protein	0.5	4.4667401295424485	0.2572597247368996	29291.4	18575.561802876706
RNase H1	8470-213	Protein	20.0	2.1085650237328344	0.09147165193271979	128.4	613.2770768173334
Allophycocyanin_CYACA	8471-53	Non-Human	0.005	1.9827233876685453	0.06776571503190884	96.1	867.018855790263
ROR1	8474-6	Protein	20.0	4.079333222521959	0.09704488627689967	12004.2	2884.599832989487
MMP-7	8475-15	Protein	20.0	2.6060587494103142	0.07287505902139667	403.7	434.18556428089283
CgA	8476-11	Protein	20.0	4.775913220068725	0.09380977782918223	59691.6	14355.087619307917
MMP-10	8479-4	Protein	20.0	3.1593566116222265	0.16435571221325299	1443.3	1700.6183469497746
FBLN3	8480-29	Protein	0.005	3.4082399653118496	0.09781503493160254	2560.0	1512.5683276590773
MDH_THETH	8481-26	Non-Human	20.0	2.649821463224565	0.13983161219168075	446.5	845.4728148189693
MDH_THETH	8481-44	Non-Human	0.005	2.090258052931316	0.05222201339462638	123.1	711.5399551721384
NIGB_SAMNI	8482-39	Non-Human	0.5	2.381295623003826	0.04345939957726601	240.6	358.8867803105685
LUCI_PHOPY	8483-5	Non-Human	0.5	2.141136090120739	0.04838136236529076	138.4	353.812210493926
Leptin	8484-24	Protein	20.0	4.13714514393426	0.3791370977066327	13713.4	14068.468987164346
KEAP1	8485-7	Protein	20.0	2.692758818154724	0.10065357020902976	492.9	1478.5970794714995
gpIIbIIIa	8488-33	Protein	20.0	3.3748765997024033	0.17812006633510255	2370.7	4408.908218186718
Fc_MOUSE	8518-55	Protein	20.0	3.0714769676989175	0.10522779975053692	1178.9	2932.93074380552
ADA30	8520-8	Protein	20.0	2.4923412532549745	0.07944387010372009	310.7	466.38172500576025
ISLR2	8528-74	Protein	20.0	3.474536765872086	0.09934902650433411	2982.2	969.389421860142
TRAIL R2	8529-1	Protein	20.0	2.585009279902461	0.08312659074005721	384.6	406.48384082392516
Dermokine	8535-102	Protein	20.0	3.1714631650838436	0.07379212917883095	1484.1	1401.6115801943524
CQ078	8545-14	Protein	20.0	2.757471947765668	0.06554007864074109	572.1	650.6824165196961
F134B	8556-5	Protein	20.0	2.8103669536816254	0.10872429466337911	646.2	1113.8548596969924
PLVAP	8565-160	Protein	20.0	3.209756222258858	0.17256782507198973	1620.9	6015.0656846107
ARL8B	8569-147	Protein	20.0	2.856910060300786	0.08843597546587947	719.3	1303.6238989404765
Fc_MOUSE	8578-45	Protein	0.5	3.023046584075505	0.12339390069297647	1054.5	1017.8495157626389
ISK52	8587-21	Protein	20.0	3.187830820444	0.08497023445100604	1541.1	1697.9137279898735
CDCP1	8589-13	Protein	20.0	3.442009159140952	0.10992405736296736	2767.0	2678.460951067092
Fc_MOUSE	8595-75	Protein	20.0	2.4435758797502576	0.08806915290551949	277.7	552.3759278572518
TMEM9	8597-1	Protein	0.5	3.274988681770685	0.06964302519829436	1883.6	1194.3537363499445
sLRP1	8601-167	Protein	20.0	2.6178387477170033	0.09482089394914615	414.8	1995.6902852724618
GPNMB	8606-39	Protein	20.0	2.8134475442648212	0.0867823559387396	650.8	535.9700218303666
Fc_MOUSE	8613-97	Protein	20.0	2.8601582613182783	0.10570895903162199	724.7	678.8465898365027
Fc_MOUSE	8619-12	Protein	20.0	2.429752280002408	0.08023869036487531	269.0	661.1346189337286
kallikrein 14	8620-56	Protein	20.0	3.6735737964230517	0.1422684438222217	4716.0	1905.6866947598871
UNC5H4	8624-16	Protein	20.0	2.5056925074122	0.06765926476774356	320.4	1755.395669202608
ERMAP	8631-13	Protein	20.0	2.897791981939225	0.09414297174726392	790.3	1357.6590995286394
RN128	8633-18	Protein	20.0	3.1048625181410774	0.09199669278278962	1273.1	1339.7984091459875
Fc_MOUSE	8634-187	Protein	20.0	3.119915410257991	0.1723433458964785	1318.0	2651.731414774726
ZPBP1	8635-283	Protein	20.0	3.5890779052560995	0.0946473708574458	3882.2	2234.5421988345456
Cathepsin H	8644-46	Protein	20.0	3.992831765934685	0.23318317164697325	9836.3	7802.021862577441
PEX14	8645-257	Protein	20.0	3.176901186391347	0.10165036155540824	1502.8	1861.708242263843
LRRT4	8646-61	Protein	20.0	2.674677467873199	0.08401833779724847	472.8	1136.8515237703837
DNJC4	8653-132	Protein	20.0	3.0749626431316264	0.12724347388657445	1188.4	1463.4024443807346
ADAM 10	8654-13	Protein	20.0	2.948119424380536	0.07690088975231932	887.4	1207.772730770245
G6B	8659-68	Protein	20.0	2.6954816764901977	0.07029691263281511	496.0	925.8185867690543
OLFL3	8660-33	Protein	0.5	3.739746343807774	0.11013853068302779	5492.2	7713.209483328988
OLFL3	8660-5	Protein	0.5	4.162895825340669	0.08455003721480968	14551.1	3183.5696260137606
PKDCC	8664-36	Protein	20.0	3.5295330123232382	0.09660310752136626	3384.8	2683.7200601734025
Fc_MOUSE	8667-42	Protein	0.5	3.002986340856785	0.1110437648163527	1006.9	851.0100290905445
TPPC5	8671-378	Protein	20.0	3.014982308585482	0.08336280677363365	1035.1	1361.5725975821426
Fc_MOUSE	8675-79	Protein	20.0	2.982090239295793	0.12011082977315284	959.6	3864.730294824708
PGRC2	8681-93	Protein	20.0	2.8385342705118686	0.09762330088868652	689.5	1168.153989469442
HIKES	8686-342	Protein	20.0	3.0049229492965255	0.08581981247128807	1011.4	1484.6948874006748
T106B	8687-26	Protein	20.0	2.617000341120899	0.07272074534173081	414.0	756.825190090088
CAV3	8690-25	Protein	20.0	2.614580866997486	0.07137747428840839	411.7	721.65100122775
G3ST1	8696-15	Protein	20.0	4.112615054531227	0.18087508481310346	12960.3	6186.690531603796
Glypican 1	8697-38	Protein	20.0	3.427518566364356	0.08206947137196026	2676.2	1640.9388110635518
CRIM1	8699-43	Protein	20.0	2.70104963072914	0.08451594393809421	502.4	1345.3906470110599
GLT11	8700-325	Protein	20.0	3.235730397379406	0.08084166141777636	1720.8	1779.8992142824695
OSCAR	8702-42	Protein	20.0	2.8121108412030997	0.06643025151501675	648.8	708.3041685045014
HG2A	8748-45	Protein	20.0	2.773932647467645	0.09386003625473031	594.2	1483.0849344180326
CD1D	8749-194	Protein	20.0	2.7985815947285477	0.07932930505012897	628.9	1294.6898014012602
Vinculin	8750-46	Protein	20.0	2.772761647144032	0.09791678048194763	592.6	1675.1975673745098
Fc_MOUSE	8752-6	Protein	20.0	2.8323172699222616	0.07088328959849172	679.7	1351.7077877729268
NMU	8754-5	Protein	20.0	2.8178957571617955	0.07018384237423715	657.5	928.6953832811934
Fc_MOUSE	8755-202	Protein	20.0	3.2715163445116313	0.10066178559467771	1868.6	4761.188924187372
KCE1L	8756-41	Protein	20.0	2.5385737338068557	0.07709766274933313	345.6	634.81434920386
PCDA7	8758-2	Protein	0.5	2.8869417059834155	0.1173274667106285	770.8	1806.3929294406958
a1,4-Galactosyltransferase	8759-29	Protein	20.0	2.8785217955012063	0.089472117247499	756.0	1048.7658417444593
DCNL5	8760-10	Protein	0.5	3.395378819822154	0.13727916880058344	2485.3	1741.646024675343
Fc_MOUSE	8761-7	Protein	20.0	2.3096301674258988	0.0632971164562754	204.0	450.79287330497317
CD70	8762-38	Protein	20.0	2.6268534146667255	0.06354672618219712	423.5	943.6403435109703
LIRA5	8766-29	Protein	20.0	3.8985167579698237	0.1095492611307705	7916.2	2765.311966623651
Endothelin-converting enzyme 1	8767-44	Protein	20.0	3.3280328450335253	0.10782902564830227	2128.3	2635.0122806219433
Bcl-10	8768-4	Protein	20.0	2.9683428309589455	0.1472034411615206	929.7	2804.511001073757
Fc_MOUSE	8769-30	Protein	20.0	2.492620722043192	0.07736804884321513	310.9	466.34426920621513
Fc_MOUSE	8770-136	Protein	20.0	2.616580530085886	0.11230817955763558	413.6	1691.973559685069
EFNB2	8772-5	Protein	20.0	2.621072371143626	0.07083766198819623	417.9	1802.7564729408691
EMIL3	8773-172	Protein	20.0	2.7734938922709707	0.09708236880614005	593.6	933.2371303498759
FA24B	8775-61	Protein	20.0	2.6532125137753435	0.07245952610291506	450.0	934.7159484880805
ERLN1	8776-10	Protein	20.0	3.1642636080226607	0.09600681741400921	1459.7	1534.0232992732258
Fc_MOUSE	8777-5	Protein	20.0	2.86457040685343	0.06724432351694112	732.1	997.5742651252965
Noggin	8778-3	Protein	20.0	2.5308397786165204	0.12613971094913703	339.5	468.19886259557614
PCD10	8780-2	Protein	0.5	3.1654520728319286	0.22564237684113875	1463.7	1733.9161924439256
Fc_MOUSE	8783-216	Protein	20.0	2.8654001181793016	0.1127236767730223	733.5	890.1187993653974
F175A	8784-7	Protein	20.0	2.5660837841679958	0.06355903124607024	368.2	646.9901421686218
ARMC5	8785-1	Protein	20.0	3.1636681537826687	0.08352279980220487	1457.7	1510.9210285461952
F171B	8786-6	Protein	20.0	2.6353832040474985	0.0783782413714477	431.9	11815.249840234295
Fc_MOUSE	8787-21	Protein	20.0	2.8601582613182783	0.09345424312832697	724.7	1058.0577429103378
Arylsulfatase A	8790-6	Protein	20.0	2.6242820958356683	0.07348945108931774	421.0	361.28699478250815
Carbonic Anhydrase VA	8791-151	Protein	20.0	2.940317221574218	0.08855918936036197	871.6	11545.96841240173
Fc_MOUSE	8792-17	Protein	20.0	3.1999744625304904	0.09392851772368974	1584.8	2235.714897233309
Fc_MOUSE	8793-13	Protein	20.0	2.773859552376687	0.0739990132252323	594.1	1376.9982674643682
DPEP1	8794-13	Protein	20.0	2.6873505695580273	0.08407480811135025	486.8	925.8152235310813
TR	8795-48	Protein	0.5	3.716695991802872	0.12885492402882218	5208.3	2563.840384729027
TTC17	8800-14	Protein	20.0	2.574147064150723	0.07616300293070515	375.1	738.4921717378828
Fc_MOUSE	8802-24	Protein	20.0	3.318856033694406	0.16954476993906878	2083.8	1416.1255735178695
nectin-1 gamma	8803-61	Protein	20.0	3.0140162292583637	0.07650158626963847	1032.8	1840.88833313191
COKA1	8804-39	Protein	20.0	1.965201701025912	0.0817079213076586	92.3	78.21258053588242
Fc_MOUSE	8806-18	Protein	20.0	2.5126843962171637	0.07677885904946807	325.6	464.8096446173357
SNX1	8807-13	Protein	20.0	2.506234359612126	0.08643792437616236	320.8	481.8420992770328
Fc_MOUSE	8808-90	Protein	20.0	2.5046067706419537	0.08678535874552847	319.6	642.3230902393534
HEPACAM	8810-26	Protein	20.0	1.9206450014067875	0.07368810987692088	83.3	169.3590177018753
BAMBI	8811-24	Protein	20.0	2.9521625742144626	0.07026489030276592	895.7	918.7723756116216
Thioredoxin	8813-160	Protein	20.0	2.706888394981618	0.07330485352085203	509.2	3945.101364962378
SAPL1	8814-33	Protein	0.5	3.386641626135628	0.16003840557105425	2435.8	1226.5165868105012
OLFL1	8815-1	Protein	20.0	2.770557474850995	0.08154083501398376	589.6	894.9028051140849
CENPV	8817-29	Protein	20.0	2.564784384503987	0.12292547687970067	367.1	869.7591037063352
INGR2	8818-13	Protein	20.0	2.4787107555127594	0.06134944613769661	301.1	531.1380315754387
IGFBP-2	8819-3	Protein	0.5	4.35071308475223	0.2870691292984192	22424.0	15925.683503820106
Fc_MOUSE	8820-2	Protein	20.0	2.1705550585212086	0.07069660531225404	148.1	271.30823606763977
Fc_MOUSE	8822-163	Protein	20.0	2.8254261177678233	0.13757236518664956	669.0	1033.7742196084218
Fc_MOUSE	8824-2	Protein	20.0	2.719579857713723	0.09539855966784226	524.3	851.3357029271369
PILRA	8825-4	Protein	20.0	2.6961815871685237	0.06842312307223028	496.8	1759.6661708914082
ESRP1	8828-21	Protein	20.0	3.118397011951575	0.07037950745369834	1313.4	1145.697550830059
F175B	8830-29	Protein	20.0	2.1271047983648077	0.08900645606843519	134.0	255.62186682191572
BST-2	8832-55	Protein	20.0	2.6754116937148633	0.08567301634295704	473.6	1197.5320767694932
TRAIL	8833-20	Protein	20.0	2.774078800752519	0.08092307425882958	594.4	1121.7830194811572
Calnexin	8834-58	Protein	20.0	2.4574276929464847	0.07066614231911172	286.7	490.45390316149803
MFA3L	8837-8	Protein	0.5	2.7607993116307177	0.0793412925269575	576.5	1957.7859275559385
CASC4	8838-10	Protein	20.0	3.0862886290216824	0.06428399492493103	1219.8	882.75207081633
Metaxin-2	8839-4	Protein	20.0	2.643156465619706	0.08771766569349615	439.7	867.6661586081606
C1s	8840-61	Protein	0.005	4.408670653241837	0.06573889014687809	25625.4	4798.951110765546
CILP2	8841-65	Protein	20.0	3.1343683846033787	0.12521012944278134	1362.6	621.3818700220141
GRM1C	8842-16	Protein	20.0	3.0501476580203035	0.06659409059259082	1122.4	864.7931430501974
MRF	8843-34	Protein	20.0	3.099438915553507	0.11185657146769587	1257.3	1656.3421410214007
ATS3	8845-2	Protein	20.0	2.9570802596579	0.058206633462984325	905.9	1206.4084540538547
PA2GC	8850-5	Protein	20.0	2.913866811896239	0.07589990611432809	820.1	1390.5455112665052
F171B	8851-42	Protein	20.0	2.7538893314598334	0.05594028852478766	567.4	559.5257713989697
SUN3	8852-10	Protein	20.0	3.1869563354654122	0.11013409518333661	1538.0	1282.0012512553596
CLC4A	8853-2	Protein	20.0	2.809828961067886	0.09791435620820123	645.4	592.5833281998702
RIR2B	8854-59	Protein	20.0	3.231418613908303	0.17930233517465086	1703.8	2175.3210833862086
BATF3	8858-21	Protein	20.0	2.6822353569025643	0.07603213320441822	481.1	2036.313653593155
CAH11	8859-51	Protein	20.0	2.6546577546495245	0.13342187983030662	451.5	221.9420786528177
P85A	8863-3	Protein	20.0	2.686278678067201	0.12615209166016755	485.6	967.9562226646884
CENPW	8864-59	Protein	20.0	2.865222456290179	0.0918361146202495	733.2	1093.3480176032601
QPCTL	8866-53	Protein	20.0	3.5790171910266477	0.0914952778839499	3793.3	1282.246795239856
Glycodelin	8867-18	Protein	20.0	2.9698816437465	0.08414783670239806	933.0	1168.1932379397795
Fc_MOUSE	8868-4	Protein	20.0	3.4843425547360867	0.1409756106648408	3050.3	2227.6167750512277
BT2A1	8869-5	Protein	20.0	2.856608068436936	0.07779011628617424	718.8	1060.1863583876764
NPM1	8870-38	Protein	20.0	3.0750357259221905	0.07312244849756679	1188.6	1364.6003115887222
NUDC	8871-14	Protein	20.0	2.52865964523499	0.11670845470782625	337.8	310.01346329926434
SC61G	8872-1	Protein	20.0	2.686278678067201	0.055726994169111456	485.6	507.37272771734416
CLN5	8874-53	Protein	20.0	3.240399465738641	0.07161880261718372	1739.4	1714.9477669000048
NRX2B	8876-51	Protein	20.0	2.8971870765801535	0.08972110391756921	789.2	1104.6128078739755
F176C	8877-22	Protein	20.0	3.151829340131871	0.09655872044058897	1418.5	1093.520068743914
YTDC1	8878-48	Protein	20.0	2.7264826967848297	0.06512691218258927	532.7	1682.3006908069276
ADAM 17	8882-1	Protein	0.5	2.3199384399803087	0.1121756396690536	208.9	862.5175273287066
CA2D3	8885-6	Protein	20.0	3.296160413537258	0.1102390296058516	1977.7	893.2440450268822
NUDC	8887-21	Protein	20.0	3.968926356268971	0.35060029095032064	9309.5	11430.203661423506
CX068	8888-33	Protein	20.0	3.048247531803974	0.10611970183142852	1117.5	851.6312285558059
CCPG1	8889-5	Protein	20.0	3.0588054866759067	0.09743976977965714	1145.0	5756.460935216392
T132B	8890-9	Protein	20.0	3.4976758824510688	0.0906574196438021	3145.4	1125.106035650801
CPVL	8891-7	Protein	20.0	3.1438263908395614	0.14941464715534122	1392.6	4018.8536747602093
PEAR1	8892-14	Protein	20.0	3.5158473615334396	0.41198042822195824	3279.8	8858.280509126127
PARP	8893-29	Protein	20.0	2.5531545481696254	0.09306980298543786	357.4	1503.5863453174645
hnRNP A/B	8894-80	Protein	20.0	3.163191201870468	0.1395906118025168	1456.1	4407.819589868831
L37A2	8897-3	Protein	20.0	2.8298181874388777	0.08567961499373807	675.8	1548.2748453572694
Fc_MOUSE	8898-19	Protein	20.0	2.3660492098002353	0.08586020935879464	232.3	308.05398242876066
UD18	8899-75	Protein	20.0	2.5669086552268032	0.07292187965609451	368.9	575.6721303326342
NEO1	8900-28	Protein	0.5	3.572767080256503	0.07840719913054926	3739.1	1214.0399117740933
14-3-3 protein gamma	8901-40	Protein	20.0	4.430246029378327	0.3195901103923944	26930.6	24580.37466330024
COX6C	8903-1	Protein	20.0	3.780374926160122	0.08115903792999951	6030.8	2567.689097192847
KCMB3	8905-20	Protein	0.5	4.013043781689331	0.09156507247803075	10304.9	2623.354049578234
LRTM2	8906-60	Protein	20.0	3.6418111032951535	0.07756898164049025	4383.4	4619.205127175286
UD2A1	8907-11	Protein	20.0	3.818562374456259	0.2095492064436916	6585.1	6269.520795469465
KCE1L	8908-14	Protein	0.5	3.096597208357894	0.08627532199553664	1249.1	2159.4379543340974
GNPI1	8909-77	Protein	20.0	2.8722145633975855	0.10569676049731223	745.1	1268.3280052180974
SIG11	8913-22	Protein	20.0	3.221335979533828	0.0806578374939853	1664.7	2332.9748658164003
STIM1	8916-32	Protein	20.0	3.913183137994253	0.4191315239027679	8188.1	14710.970923671608
FAK2	8918-64	Protein	0.5	3.0789278336807198	0.09034250838737343	1199.3	857.80944281179
PABP2	8921-139	Protein	20.0	3.083896602728174	0.19703675067076012	1213.1	6376.985844466824
TMCC3	8922-4	Protein	0.5	3.285827252753274	0.16130639715029893	1931.2	1327.1170086847355
GLTL1	8923-94	Protein	20.0	3.5842294246682163	0.12787427533949033	3839.1	3225.0092314033373
CALY	8924-55	Protein	20.0	2.357934847000454	0.0643977451320427	228.0	211.03066035767122
RIR2B	8925-25	Protein	20.0	3.274504222655883	0.2445692046907763	1881.5	2665.864585110137
CG073	8927-6	Protein	20.0	3.082390377581716	0.07492737461376557	1208.9	1199.161279667443
BDP1	8929-7	Protein	20.0	3.1923722835985116	0.08978818775313237	1557.3	1937.9299068322669
G0S2	8931-124	Protein	20.0	2.4934580509951885	0.09708870648952361	311.5	535.6530312364457
ENTP6	8932-1	Protein	0.5	3.047430640155542	0.08064082268532673	1115.4	971.1720664805092
MEF2C	8933-84	Protein	20.0	2.8535765436196416	0.0704715051010565	713.8	1159.8810689089053
MRP6	8935-22	Protein	20.0	2.9202798946329485	0.050346811146643605	832.3	797.2508338279948
NLGN3	8941-4	Protein	20.0	2.451939869365103	0.07160465440208051	283.1	521.1815915832137
RM21	8942-2	Protein	0.5	3.0527324074032185	0.1398468451117602	1129.1	1344.9754247734695
Fc_MOUSE	8944-42	Protein	20.0	2.774735882551753	0.06828497495692074	595.3	3146.411291299947
F175B	8945-7	Protein	20.0	2.7382254481425052	0.16576650648102492	547.3	1137.0144358727864
NR1H4	8946-38	Protein	20.0	2.9788193867328423	0.08872774748984757	952.4	702.7382794971359
Fc_MOUSE	8947-268	Protein	20.0	2.3891660843645326	0.07320535917295085	245.0	245.97144687694515
ADA19	8948-13	Protein	20.0	2.5371892262436444	0.1376323729793943	344.5	1967.15483675333
Fc_MOUSE	8949-3	Protein	20.0	2.801952234854282	0.1037388589044538	633.8	1187.6524308971852
CLCA2	8950-4	Protein	0.5	3.0182010224962914	0.08081311427256917	1042.8	980.9158441366634
CSPG4	8951-162	Protein	20.0	2.8139144200486035	0.09882733219753306	651.5	1408.212771021032
G-CSF	8952-65	Protein	20.0	3.01456253812761	0.07214075149435407	1034.1	1389.1940048985339
HDGF	8953-47	Protein	20.0	2.9648722086377752	0.17937850814708775	922.3	7449.660947329901
M4K1	8954-30	Protein	20.0	3.0931063569779065	0.18763330906410966	1239.1	2142.020002484666
GL8D1	8955-60	Protein	20.0	3.0845405320614847	0.08195608049082957	1214.9	1071.1430583233587
SREC-II	8956-96	Protein	0.5	3.1191898820611663	0.087658934407536	1315.8	1028.9058481587515
